Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Wed Aug 22 20:10:12 +0000 2018,0.0,1.0,0.0,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",31,@CBS
0.5423,Mon Aug 20 21:59:56 +0000 2018,0.0,0.829,0.171,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,32,@CBS
0.3182,Fri Aug 17 17:42:02 +0000 2018,0.0,0.887,0.113,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",33,@CBS
0.0,Thu Aug 16 18:40:09 +0000 2018,0.0,1.0,0.0,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,34,@CBS
-0.5267,Thu Aug 16 00:09:03 +0000 2018,0.188,0.72,0.092,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,35,@CBS
0.0,Sun Aug 12 23:30:02 +0000 2018,0.0,1.0,0.0,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,36,@CBS
0.4389,Sun Aug 12 15:04:59 +0000 2018,0.0,0.874,0.126,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,37,@CBS
-0.3182,Sat Aug 11 18:00:00 +0000 2018,0.103,0.897,0.0,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,38,@CBS
0.4926,Sat Aug 11 15:00:02 +0000 2018,0.0,0.856,0.144,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,39,@CBS
0.8957,Fri Aug 10 22:28:55 +0000 2018,0.0,0.581,0.419,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",40,@CBS
0.0,Fri Aug 10 19:59:14 +0000 2018,0.0,1.0,0.0,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",41,@CBS
0.6696,Thu Aug 09 21:00:00 +0000 2018,0.0,0.745,0.255,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,42,@CBS
0.7901,Thu Aug 09 18:47:00 +0000 2018,0.0,0.72,0.28,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,43,@CBS
0.6696,Wed Aug 08 16:05:11 +0000 2018,0.0,0.791,0.209,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u",44,@CBS
0.0,Tue Aug 07 16:06:57 +0000 2018,0.0,1.0,0.0,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs,45,@CBS
0.3612,Mon Aug 06 00:20:55 +0000 2018,0.0,0.889,0.111,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…",46,@CBS
0.5411,Mon Aug 06 00:07:38 +0000 2018,0.098,0.683,0.219,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP,47,@CBS
0.3818,Mon Aug 06 00:02:58 +0000 2018,0.0,0.894,0.106,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…,48,@CBS
0.5093,Mon Aug 06 00:02:02 +0000 2018,0.0,0.845,0.155,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8,49,@CBS
0.0,Sun Aug 05 23:58:41 +0000 2018,0.0,1.0,0.0,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018",50,@CBS
0.8316,Sun Aug 05 23:44:39 +0000 2018,0.0,0.694,0.306,"RT @MagnumPICBS: ""There are a lot of easter eggs from the original that fans from the original series will love, and they're peppered throu…",51,@CBS
0.0,Sun Aug 05 23:41:21 +0000 2018,0.0,1.0,0.0,"RT @MagnumPICBS: ""What we are trying to do is introduce the show to a new audience...it's going to open it up for anyone that's new and the…",52,@CBS
0.5994,Sun Aug 05 23:35:49 +0000 2018,0.0,0.843,0.157,"RT @MagnumPICBS: ""This has been my white whale since I was a kid. I always loved #MagnumPI. Putting words in Magnum's mouth is something I'…",53,@CBS
0.0,Sun Aug 05 23:35:46 +0000 2018,0.0,1.0,0.0,RT @MagnumPICBS: It's #MagnumPI time at the #CBS #TCA2018! Follow along as we live tweet the panel!,54,@CBS
0.5826,Sun Aug 05 23:16:25 +0000 2018,0.0,0.827,0.173,RT @happytogether: Thanks for following along! That concludes the #HappyTogether panel at the #CBS #TCA2018! @MagnumPICBS is up next!,55,@CBS
-0.5093,Sun Aug 05 23:12:39 +0000 2018,0.202,0.798,0.0,"RT @happytogether: Question: Even though you're not playing @Harry_Styles, did you do a Harry crash course?
@itsfelixwot: Absolutely not. C…",56,@CBS
0.0,Sun Aug 05 23:10:20 +0000 2018,0.0,1.0,0.0,"RT @happytogether: ""The show is about marriage, it's about getting a bit older, it's about youthfulness, it's about something happening and…",57,@CBS
0.6041,Sun Aug 05 23:05:58 +0000 2018,0.0,0.775,0.225,"RT @happytogether: ""It's always good to have a little bit of truth in whatever you're making.""- @wayansjr 

#HappyTogether #CBS #TCA2018",58,@CBS
0.3802,Sun Aug 05 23:01:25 +0000 2018,0.0,0.853,0.147,"RT @happytogether: ""I thought I was still young and cool until I met @itsfelixwot!"" -@AmberoniStevens #HappyTogether #CBS #TCA2018",59,@CBS
-0.2057,Sun Aug 05 22:58:41 +0000 2018,0.083,0.917,0.0,"RT @happytogether: ""We never wanted to create a show where people think ""Oh, did @Harry_Styles do that?"" -@benwinston on emphasizing that #…",60,@CBS
0.0,Sun Aug 05 22:58:36 +0000 2018,0.0,1.0,0.0,RT @happytogether: .@wayansjr is quick to point out that the characters in #HappyTogether are fictional. #CBS #TCA2018,61,@CBS
-0.0572,Sun Aug 05 22:53:12 +0000 2018,0.064,0.936,0.0,"RT @happytogether: ""@Harry_Styles became part of the family. We didn't want him to move out."" -@benwinston #CBS #HappyTogether #TCA18",62,@CBS
-0.3612,Sun Aug 05 22:52:24 +0000 2018,0.121,0.82,0.059,"RT @happytogether: ""It's about Cooper who wants nothing but normality and a boring life, and Jake and Claire, who want more excitement."" -@…",63,@CBS
0.4939,Sun Aug 05 22:49:06 +0000 2018,0.0,0.862,0.138,"RT @happytogether: ""It's loosely inspired (by the time @Harry_Styles lived with @benwinston), because if we put what actually happened on t…",64,@CBS
0.0,Sun Aug 05 22:46:49 +0000 2018,0.0,1.0,0.0,RT @happytogether: It's time for the #HappyTogether panel at the #CBS #TCA18! Follow along here!,65,@CBS
0.4926,Sun Aug 05 22:32:37 +0000 2018,0.0,0.825,0.175,RT @GodFriendedMe: Thanks for following along during the #GodFriendedMe panel at #CBS #TCA18—@HappyTogether is up next!,66,@CBS
0.2732,Sun Aug 05 22:32:30 +0000 2018,0.0,0.877,0.123,"RT @GodFriendedMe: ""You don't have to believe in God to believe in good."" 🙌@JOEtheMORTON #GodFriendedMe #CBS",67,@CBS
0.2716,Sun Aug 05 22:16:36 +0000 2018,0.0,0.905,0.095,RT @GodFriendedMe: “It’s incredibly important to us that we’re not a show that’s preachy or judgmental. Whether you believe or don’t believ…,68,@CBS
-0.4973,Sun Aug 05 22:16:29 +0000 2018,0.133,0.867,0.0,"RT @GodFriendedMe: ""Our feet are on the ground. Our characters are not angels, they’re not heavenly, they’re just real people. The 'opposin…",69,@CBS
0.0,Sun Aug 05 22:16:19 +0000 2018,0.0,1.0,0.0,RT @GodFriendedMe: Follow along with us as we live-tweet the #GodFriendedMe panel at #CBS #TCA18 with stars @hall_m_brandon @violettbeane @…,70,@CBS
-0.4019,Sun Aug 05 22:05:44 +0000 2018,0.114,0.886,0.0,"RT @cbsallaccess: From the writer of Scream, The Vampire Diaries and The Following, comes a modern day twist on classic fairy tales. 

#Tel…",71,@CBS
-0.6908,Sun Aug 05 22:00:47 +0000 2018,0.207,0.793,0.0,"RT @cbsallaccess: Small town. Big murder. Follow the Money. 

#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/T…",72,@CBS
0.0,Sun Aug 05 21:48:41 +0000 2018,0.0,1.0,0.0,RT @cbsallaccess: That's a wrap on the #TellMeAStory panel! @GodFriendedMe is up next! #TCA18 #CBSAllAccess,73,@CBS
0.8555,Sun Aug 05 21:48:36 +0000 2018,0.0,0.714,0.286,"RT @cbsallaccess: ""What I love about New York City - besides being the best city in the world - it's textural, it's real, it has everything…",74,@CBS
0.5994,Sun Aug 05 21:48:29 +0000 2018,0.0,0.766,0.234,RT @cbsallaccess: Who's ready to see @KimCattrall play @daniellemcam's (AKA Little Red Riding Hood) grandmother? #TellMeAStory #TCA18 #CBSA…,75,@CBS
0.6124,Sun Aug 05 21:31:15 +0000 2018,0.0,0.792,0.208,"RT @cbsallaccess: ""What I like about this show is that there's nothing else on TV like it right now."" -@kevwilliamson #TellMeAStory #TCA18…",76,@CBS
-0.2748,Sun Aug 05 20:58:52 +0000 2018,0.153,0.742,0.105,"RT @MurphyBrownCBS: According to Candice Bergen and Diane English, there's never been a more perfect time to revive #MurphyBrown! https://t…",77,@CBS
0.0,Sun Aug 05 20:56:17 +0000 2018,0.0,1.0,0.0,"RT @MurphyBrownCBS: #MurphyBrown has always been a political show, and that won't change! Read on about how the show plans to cover hot top…",78,@CBS
-0.4588,Sun Aug 05 20:10:33 +0000 2018,0.125,0.875,0.0,"RT @FBICBS: ""People are going to get a very realistic view of how that office operates and the stresses. It's a zero-tolerance FBI office.…",79,@CBS
0.0,Sun Aug 05 19:43:38 +0000 2018,0.0,1.0,0.0,Stay tuned for more #CBS #TCA18 action! The @cbsallaccess panel is up next. 👍🏼 https://t.co/fcjiEwpaN0,80,@CBS
0.0,Sun Aug 05 19:22:22 +0000 2018,0.0,1.0,0.0,"RT @FBICBS: #FBIFam, this should cure your #SundayScaries! Check out the #FBI preview that was shown at the #CBS #TCA18 before the panel. h…",81,@CBS
0.6249,Sun Aug 05 19:21:28 +0000 2018,0.0,0.796,0.204,"RT @TheNeighborhood: ""Once we shot the pilot, we knew that we had a great show."" -@CedEntertainer #TheNeighborhood #CBS",82,@CBS
0.1384,Sun Aug 05 19:16:45 +0000 2018,0.079,0.823,0.098,"RT @TheNeighborhood: ""It was so well done, as far as I was concerned, that it became a no brainer to do the show. I called the next morning…",83,@CBS
0.0,Sun Aug 05 19:15:53 +0000 2018,0.0,1.0,0.0,"RT @TheNeighborhood: ""This is a show about people. This is a show about families, neighbors, friendships... At its core, this is a show abo…",84,@CBS
0.4588,Sun Aug 05 18:54:24 +0000 2018,0.0,0.818,0.182,"RT @TheNeighborhood: We're here at the #CBS #TCA18 giving you the inside scoop on #TheNeighborhood with our stars @CedEntertainer, @Tichina…",85,@CBS
0.0,Sun Aug 05 18:01:09 +0000 2018,0.0,1.0,0.0,RT @MurphyBrownCBS: That's a wrap on the #MurphyBrown panel at #TCA18! @TheNeighborhood is up next! #CBS,86,@CBS
0.0,Sun Aug 05 17:55:07 +0000 2018,0.0,1.0,0.0,"RT @MurphyBrownCBS: Diane English reveals ""We have an enormously famous person in our first episode,"" but keeps the secret under wraps! 🙊 #…",87,@CBS
0.0,Sun Aug 05 17:51:13 +0000 2018,0.0,1.0,0.0,"RT @MurphyBrownCBS: Diane English talks about how to stay topically relevant while writing scripts ahead of time &amp; also said, ""We have an i…",88,@CBS
0.0,Sun Aug 05 17:47:01 +0000 2018,0.0,1.0,0.0,RT @MurphyBrownCBS: All the feels! ❤️ #MurphyBrown returns to #CBS this fall! https://t.co/OvQk3CV49W,89,@CBS
-0.0018,Sun Aug 05 17:39:48 +0000 2018,0.074,0.853,0.073,"RT @MurphyBrownCBS: ""It's been very emotional for the old guys... We saw Murphy's townhouse and we all got tears in our eyes."" -Candice Ber…",90,@CBS
0.0,Sun Aug 05 17:28:37 +0000 2018,0.0,1.0,0.0,"Stay tuned, because @MurphyBrownCBS is up next at the #CBS #TCA18! https://t.co/0qdjQiFrwW",91,@CBS
-0.0602,Sun Aug 05 17:28:03 +0000 2018,0.219,0.599,0.182,"RT @FBICBS: “Even though I was scared to say yes, it was so clear you don’t say no. I knew I couldn’t say no. I couldn’t be more grateful,…",92,@CBS
0.1761,Sun Aug 05 17:27:46 +0000 2018,0.105,0.735,0.16,"RT @FBICBS: What's it like for @JeremySisto coming back to a Dick Wolf show?

""It's one of the most stable ships you can be on... It's exci…",93,@CBS
0.1027,Sun Aug 05 17:27:41 +0000 2018,0.11,0.767,0.123,"RT @FBICBS: ""We're celebrating the troops on the ground... There are endless stories in there."" - Dick Wolf on why he wanted to focus the s…",94,@CBS
0.0498,Sun Aug 05 17:27:31 +0000 2018,0.123,0.746,0.13,"RT @FBICBS: “It’s really exciting to be here for the first time in a long, long, long, long time.” - Dick Wolf #CBS #TCA18",95,@CBS
0.6114,Sun Aug 05 14:47:12 +0000 2018,0.0,0.818,0.182,Celebrate #NationalSistersDay with an iconic group of sisters! Watch how these three became part of The Brady Bunch… https://t.co/nBVjxl4AbP,96,@CBS
0.2263,Sat Aug 04 22:57:37 +0000 2018,0.0,0.917,0.083,RT @startrekcbs: Executive Producer Alex Kurtzman and @SirPatStew surprised fans today at #STLV with news that he will be returning to the…,97,@CBS
0.0,Sat Aug 04 00:24:55 +0000 2018,0.0,1.0,0.0,Watching a 💯 spin on @PriceIsRight never gets old…especially when it’s Mila Kunis! https://t.co/NPOukc3jPz,98,@CBS
0.6124,Fri Aug 03 22:34:08 +0000 2018,0.0,0.76,0.24,"RT @TrueCrimeCBS: The chances of successfully blowing the whistle are slim, but did a Wells Fargo personal banker beat the odds?

Find out…",99,@CBS
0.0,Tue Sep 18 01:12:41 +0000 2018,0.0,1.0,0.0,"Nearly one year after the start of the #MeToo movement, and just a week after the CEO of CBS stepped down, the 70th… https://t.co/NB1bUFfHKC",0,@CNN
0.0,Tue Sep 18 00:53:38 +0000 2018,0.0,1.0,0.0,RT @AC360: “It is only going to get more dangerous… what we are seeing now is only the beginning.” @CNN’s @miguelmarquez describes the dire…,1,@CNN
0.8807,Tue Sep 18 00:52:55 +0000 2018,0.0,0.541,0.459,"Bill Hader just won outstanding lead actor in a comedy series for ""Barry"" https://t.co/OFTnvJUsEb #Emmys https://t.co/z8Msw2Vr5J",2,@CNN
0.9337,Tue Sep 18 00:47:26 +0000 2018,0.0,0.498,0.502,"Rachel Brosnahan wins ""Outstanding lead actress in a comedy series"" for her role in ""The Marvelous Mrs. Maisel""… https://t.co/TtkiGcsDaN",3,@CNN
0.5574,Tue Sep 18 00:39:56 +0000 2018,0.0,0.841,0.159,RT @AC360: “You can expect him to be precise and definitive.” Supreme Court reporter @Arianedevogue says Brett Kavanaugh’s prior experience…,4,@CNN
0.5719,Tue Sep 18 00:38:25 +0000 2018,0.0,0.761,0.239,"""Saturday Night Live"" cast members Kate McKinnon and Kenan Thompson joked about solving Hollywood's diversity probl… https://t.co/Ie7awvKOi5",5,@CNN
0.5106,Tue Sep 18 00:28:11 +0000 2018,0.0,0.815,0.185,The #Emmys just got started and the show is already making a statement with an opener joking about solving the lack… https://t.co/Pow9E7HoW8,6,@CNN
0.0,Tue Sep 18 00:18:40 +0000 2018,0.0,1.0,0.0,"RT @AC360: The White House says she ""should not be ignored."" 

But why has President Trump suddenly changed tactics when it comes to the Ka…",7,@CNN
0.128,Tue Sep 18 00:18:33 +0000 2018,0.0,0.936,0.064,"RT @OutFrontCNN: ""I have come out publicly opposed to Judge Kavanaugh's nomination to the court based on his legal reasoning, based on his…",8,@CNN
0.0,Tue Sep 18 00:14:17 +0000 2018,0.0,1.0,0.0,Here's a look at the nominees and categories to watch for tonight at the #Emmys https://t.co/lPIaaH7wdw https://t.co/UA3x2TjEzG,9,@CNN
0.25,Tue Sep 18 00:12:56 +0000 2018,0.0,0.846,0.154,There's a chance history could be made tonight at the #Emmys https://t.co/WXc11lK5af https://t.co/EYGpFhjtd7,10,@CNN
0.0,Mon Sep 17 23:58:23 +0000 2018,0.0,1.0,0.0,"#Emmys night has arrived. Here's what to watch for: https://t.co/HSRGO7LXFS

Follow live updates:… https://t.co/alCdkl0oMo",11,@CNN
0.0,Mon Sep 17 23:41:41 +0000 2018,0.0,1.0,0.0,"From Jeff Bezos to Warren Buffett, these billionaires are snapping up newspapers despite the fact that the industry… https://t.co/z3BnEJJgQw",12,@CNN
0.0,Mon Sep 17 23:31:00 +0000 2018,0.0,1.0,0.0,"Ever wondered what all those switches, dials and levers do in the cockpit of an airplane? We did too, so we asked a… https://t.co/pKLQeblxWl",13,@CNN
0.4939,Mon Sep 17 23:28:48 +0000 2018,0.0,0.868,0.132,"RT @OutFrontCNN: Sen. Coons says Kavanaugh's friend Mark Judge should testify before the Judiciary Committee. ""Not having in front of us th…",14,@CNN
0.0,Mon Sep 17 23:26:07 +0000 2018,0.0,1.0,0.0,"In mid-August, just after sunset, the skies over Amsterdam were lit by a swarm of 300 glowing drones moving through… https://t.co/Q6tONY3bVf",15,@CNN
0.8591,Mon Sep 17 23:19:35 +0000 2018,0.0,0.655,0.345,"RT @CNNSitRoom: Former independent counsel Ken Starr says he has ""complete confidence"" in the integrity of his former staffer, Supreme Cour…",16,@CNN
0.0,Mon Sep 17 23:11:05 +0000 2018,0.0,1.0,0.0,Scientists are monitoring the health of a group of critically endangered orcas in the Pacific Ocean following news… https://t.co/FpqqjoHN9g,17,@CNN
-0.5106,Mon Sep 17 22:59:00 +0000 2018,0.245,0.643,0.112,"President Trump is sharply escalating the American trade war with China.

The United States will impose a 10% tarif… https://t.co/HeM9PdzfRL",18,@CNN
-0.0772,Mon Sep 17 22:57:12 +0000 2018,0.1,0.814,0.086,"The US will impose new tariffs on $200 billion worth of Chinese goods. Combined with existing tariffs, roughly half… https://t.co/t5KS4Zkqy5",19,@CNN
0.0,Mon Sep 17 22:53:04 +0000 2018,0.0,1.0,0.0,Michael Bloomberg says he might run as a Democrat. But why? | Analysis by CNN’s Gregory Krieg… https://t.co/GilF7FOtMg,20,@CNN
0.7351,Mon Sep 17 22:47:57 +0000 2018,0.0,0.762,0.238,"RT @CNNSitRoom: ""I hope that she gets a fair hearing and that we give her a chance to really talk about and tell her story."" - Sen. Tammy D…",21,@CNN
-0.1779,Mon Sep 17 22:46:38 +0000 2018,0.086,0.914,0.0,Actor Tom Arnold has filed a police report against Mark Burnett for battery. He's accusing the reality producer and… https://t.co/zLEm3VopRR,22,@CNN
0.0,Mon Sep 17 22:28:02 +0000 2018,0.0,1.0,0.0,RT @CNNSitRoom: President Donald Trump is ordering the declassification of various documents and text messages related to the Russia invest…,23,@CNN
-0.5423,Mon Sep 17 22:25:46 +0000 2018,0.149,0.851,0.0,Shark expert George Burgess will be on Full Circle to discuss what experts believe was the first fatal shark attack… https://t.co/kB9adGIaTD,24,@CNN
-0.6705,Mon Sep 17 22:23:30 +0000 2018,0.244,0.756,0.0,"Brett Kavanaugh and the woman accusing him of physical and sexual assault, Christine Blasey Ford, will testify, a s… https://t.co/luOJCTVDlb",25,@CNN
0.4939,Mon Sep 17 22:21:05 +0000 2018,0.0,0.842,0.158,"Democrats hold the upper hand in the Arizona and Tennessee Senate races, new CNN polls find https://t.co/FW8CdBJBOR https://t.co/Zz9dW1I9kA",26,@CNN
0.5574,Mon Sep 17 22:19:55 +0000 2018,0.0,0.816,0.184,The Senate Judiciary Committee will hold a public hearing next Monday on allegations against Supreme Court nominee… https://t.co/dnOTaqAqBe,27,@CNN
0.3182,Mon Sep 17 22:17:57 +0000 2018,0.054,0.829,0.117,RT @CNNSitRoom: Former national security adviser Michael Flynn is set to be sentenced after the midterm elections https://t.co/Fj2K8zxfdO h…,28,@CNN
0.0,Mon Sep 17 22:16:13 +0000 2018,0.0,1.0,0.0,President Trump to declassify documents relating to the Russia investigation and Carter Page FISA warrant… https://t.co/4LD2yxXC96,29,@CNN
0.0,Mon Sep 17 22:11:05 +0000 2018,0.0,1.0,0.0,"For the first time in history, a woman will serve as chief flight director of America's space agency.

Holly Riding… https://t.co/n06SwVzh3N",30,@CNN
0.3612,Mon Sep 17 22:01:08 +0000 2018,0.085,0.704,0.211,"Russia and Turkey have agreed to create a demilitarized zone in Syria's Idlib province, potentially thwarting a lar… https://t.co/Eqrvup7nkw",31,@CNN
0.2716,Mon Sep 17 21:51:06 +0000 2018,0.0,0.87,0.13,Here's the single most important Senate race in the country | Analysis by @CillizzaCNN https://t.co/NVV9d4jceI https://t.co/BYs3xN9wH3,32,@CNN
-0.5106,Mon Sep 17 21:46:45 +0000 2018,0.182,0.733,0.085,"RT @CNNSitRoom: ""The good news for this area is that Florence has moved on. The bad news is that before she left, she dumped an extra six i…",33,@CNN
0.3182,Mon Sep 17 21:42:04 +0000 2018,0.063,0.8,0.137,Former national security adviser Michael Flynn is set to be sentenced after the midterm elections… https://t.co/3xtYPp3D9N,34,@CNN
-0.0772,Mon Sep 17 21:41:42 +0000 2018,0.167,0.677,0.155,RT @TheLeadCNN: CNN commentator @SymoneDSanders on Kavanaugh accusation: “I want to be clear. For me there is no debate. I believe Professo…,35,@CNN
-0.5809,Mon Sep 17 21:41:07 +0000 2018,0.229,0.771,0.0,The US Air Force says it needs more firepower to confront rising threats from China and Russia… https://t.co/6OUMAoK5sR,36,@CNN
-0.25,Mon Sep 17 21:40:37 +0000 2018,0.083,0.917,0.0,"RT @TheLeadCNN: CNN commentator @angela_rye on Kavanaugh accusation: “He has some really big red flags to me. This is just the latest one,…",37,@CNN
0.0,Mon Sep 17 21:40:28 +0000 2018,0.0,1.0,0.0,"An investigation targeting Brock Long, the administrator of FEMA, has been referred to federal prosecutors to deter… https://t.co/cl9OfaoWw2",38,@CNN
0.4878,Mon Sep 17 21:38:31 +0000 2018,0.15,0.632,0.218,"RT @CNNSitRoom: ""This will probably shock the White House, but I agree with President Trump, when he said a delay is not going to hurt anyt…",39,@CNN
-0.1979,Mon Sep 17 21:31:06 +0000 2018,0.236,0.621,0.144,Anita Hill's accusations did not hurt public support for Clarence Thomas in 1991 https://t.co/d8OAjcRU5I https://t.co/FSZquDPoQY,40,@CNN
0.0,Mon Sep 17 21:19:37 +0000 2018,0.0,1.0,0.0,"Florence has come and gone through the Carolinas, but its heavy rains and storm surge have caused flooding in some… https://t.co/s26dN5Gp1I",41,@CNN
-0.3182,Mon Sep 17 21:11:07 +0000 2018,0.161,0.839,0.0,Here's a timeline of how the accusations against Brett Kavanaugh have unfolded https://t.co/Gi9YC8DHwp https://t.co/7qPFnsuuio,42,@CNN
-0.7003,Mon Sep 17 21:08:36 +0000 2018,0.266,0.734,0.0,"Typhoon Mangkhut, known locally as Typhoon Ompong, has cut a swath of destruction across Guam, the Marshall Islands… https://t.co/UKU3C4AEOu",43,@CNN
0.2732,Mon Sep 17 21:01:07 +0000 2018,0.0,0.877,0.123,"Saudi Arabia has agreed to invest more than $1 billion in Lucid, a potential Tesla competitor… https://t.co/0C1v7GTrCf",44,@CNN
0.6908,Mon Sep 17 20:51:02 +0000 2018,0.0,0.688,0.312,"A day after Time was sold, there was applause for the magazine's top editor -- and growing anticipation at the othe… https://t.co/Mw3PIg44YR",45,@CNN
0.0,Mon Sep 17 20:41:49 +0000 2018,0.0,1.0,0.0,Indicted Republican Rep. Chris Collins will remain on the ballot in November despite suspending his re-election bid… https://t.co/NVSXTGnRIN,46,@CNN
0.0,Mon Sep 17 20:39:06 +0000 2018,0.0,1.0,0.0,"Establishing President Trump's sought-after Space Force could cost nearly $13 billion over its first five years, ac… https://t.co/jx6WqrIt4V",47,@CNN
0.1779,Mon Sep 17 20:19:07 +0000 2018,0.0,0.876,0.124,Coca-Cola is considering a move into the growing market for cannabis-infused drinks https://t.co/rFAhZ5QbJV https://t.co/MpUonReFot,48,@CNN
0.5106,Mon Sep 17 20:16:55 +0000 2018,0.0,0.852,0.148,José Andrés and his nonprofit World Central Kitchen team served 3.6 million free meals in Puerto Rico after Hurrica… https://t.co/qgwBf7wV26,49,@CNN
0.4939,Mon Sep 17 19:58:14 +0000 2018,0.0,0.862,0.138,"Trump praised Brett Kavanaugh as ""one of the finest people I have ever known"" in his 1st public comments since the… https://t.co/rwcjYCYBVo",50,@CNN
0.0,Mon Sep 17 19:41:03 +0000 2018,0.0,1.0,0.0,Corporate America is spending more on buybacks than anything else https://t.co/3OcWdxvDAF https://t.co/hUNp9YXEQN,51,@CNN
0.5574,Mon Sep 17 19:37:21 +0000 2018,0.0,0.769,0.231,These senators could make or break Brett Kavanaugh's Supreme Court nomination https://t.co/c4LqVdNngO https://t.co/NtgTnRUyav,52,@CNN
-0.4767,Mon Sep 17 19:21:31 +0000 2018,0.204,0.796,0.0,"Vernon Unsworth, a caver accused by Elon Musk of being a pedophile, has filed a defamation lawsuit against the Tesl… https://t.co/aL50R2tgH4",53,@CNN
0.6486,Mon Sep 17 19:10:34 +0000 2018,0.086,0.623,0.292,"US Ambassador to the United Nations Nikki Haley accused Russia of ""cheating"" and acting like a ""virus"" by helping N… https://t.co/lbssWyG8de",54,@CNN
-0.8957,Mon Sep 17 19:05:12 +0000 2018,0.435,0.565,0.0,"A female aid worker abducted in Nigeria's troubled northeast region has been killed, the International Committee of… https://t.co/IXKrPun1wA",55,@CNN
-0.7717,Mon Sep 17 19:03:19 +0000 2018,0.295,0.705,0.0,"If not for a would-be victim's quick thinking, a supervisory Border Patrol agent accused in a string of killings in… https://t.co/48TjOcsGuv",56,@CNN
0.4019,Mon Sep 17 18:43:45 +0000 2018,0.0,0.891,0.109,The plan could boost the stock price from about 2 cents to as much as $10 — enough to possibly keep the stock tradi… https://t.co/p5KzLoEoJH,57,@CNN
0.3182,Mon Sep 17 18:39:10 +0000 2018,0.0,0.881,0.119,Executives at MoviePass' parent company are asking shareholders to vote on a plan that could increase the company's… https://t.co/dp4Di4vOYn,58,@CNN
0.0,Mon Sep 17 18:30:07 +0000 2018,0.0,1.0,0.0,There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/OZvVeq3jpX https://t.co/SHSacdL2up,59,@CNN
-0.4019,Mon Sep 17 18:20:07 +0000 2018,0.153,0.847,0.0,"More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/JpFeYhDv3u https://t.co/nLS4HgDSHD",60,@CNN
0.0,Mon Sep 17 18:10:04 +0000 2018,0.0,1.0,0.0,The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/6ZiZW5q7qw,61,@CNN
0.0,Mon Sep 17 18:00:18 +0000 2018,0.0,1.0,0.0,"Nearly 1 in 11 middle and high school students in the US has used cannabis in an e-cigarette, according to a new re… https://t.co/sON8jMXxpz",62,@CNN
-0.3612,Mon Sep 17 17:50:07 +0000 2018,0.143,0.857,0.0,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/zszB2MuLDH,63,@CNN
-0.0258,Mon Sep 17 17:40:06 +0000 2018,0.102,0.8,0.098,They watched their homes get ripped apart and the government struggle to restore water and power. A year after Hurr… https://t.co/gJTbjSjkmK,64,@CNN
